de_text,en_grtr,tr_llm,tr_llm_comet_score,tr_llm_chrF_score,tr_llm_glsr,tr_llm_glsr_comet_score,tr_llm_glsr_chrF_score
"Ebenso ist bei den nicht chemischen Abfällen in regelmäßigen Abständen zu überprüfen, ob die von Ihnen angegebenen Abfallmengen dem aktuellen Stand und die Abfallarten den Vorgaben der Richtlinie weiterhin entsprechen.",Non-chemical waste must also be checked regularly to verify whether the amounts of waste that you have indicated are still accurate and the types of waste continue to comply with the provisions of these guidelines.,"Similarly, for non‑chemical waste, it must be regularly checked whether the waste quantities you have provided are current and whether the waste types still meet the directive's requirements.",0.8403,40.32,"Likewise, for non‑chemical waste, it should be verified regularly whether the waste quantities you have provided are in line with the current last revised figures and whether the waste types continue to meet the directive’s criteria.",0.8357,44.7
Eine Veränderung in Bezug auf Abfallart oder -menge ist der Abteilung 4.1 – Sachgebiet Entsorgung und Gefahrgut zeitnah schriftlich mitzuteilen.,"Any change of type or amount of waste must be communicated promptly to Section 4.1, Waste Management and Hazardous Materials Unit in writing.",Any change concerning waste type or quantity must be reported in writing to Department 4.1 – Disposal and Hazardous Materials promptly.,0.87,48.4,Any change concerning the type of waste or the amount must be reported in writing to Section 4.1 – Waste Management and Hazardous Materials Unit promptly.,0.8998,69.96
"Um die Abfallmengen und somit ein entstehendes Gefahrenpotenzial gering zu halten, wird eine regelmäßige Entsorgung der entstehenden Abfälle empfohlen.",The regular disposal of all waste generated is recommended in order to minimize the amount of waste and thus any hazard it might pose.,"To keep waste quantities and thus the resulting hazard potential low, regular disposal of the generated waste is recommended.",0.8574,49.83,"To keep waste quantities and thus the emerging hazard potential low, regular disposal of the generated waste is recommended.",0.8485,49.61
Die Richtlinie gilt für alle hier beschriebenen Abfälle.,The guidelines apply to all kinds of waste described in this document.,The guideline applies to all waste described here.,0.8714,48.67,The guidelines apply to all kinds of waste described in this document.,0.9625,100.0
"Entstehen Abfälle, die nicht in dieser Richtlinie aufgeführt sind, so ist zur Gewährleistung der Entsorgungssicherheit rechtzeitig und vorab Kontakt mit dem Sachgebiet Entsorgung und Gefahrgut aufzunehmen.","If you encounter waste that is not covered by these guidelines, you must contact the Waste Management and Hazardous Materials Unit in good time and before disposing of it to make sure that this is done safely.","If waste arises that is not listed in this directive, contact the disposal and hazardous goods department in a timely and prior manner to ensure disposal safety.",0.8008,33.93,"If waste arises that is not listed in this guideline, contact the Waste Management and Hazardous Materials Unit promptly and beforehand to ensure disposal safety.",0.8366,53.67
"Uranylacetat als Chemikalie, gebrauchsfertige Lösungen und verunreinigte Betriebsmittel fallen ebenfalls hierunter.","This also includes uranyl acetate for use as a chemical, ready-to-use solutions and contaminated equipment or operating materials.","Uranyl acetate as a chemical, ready-to-use solutions, and contaminated operating supplies also fall under this.",0.86,62.4,"Uranyl acetate as a chemical, ready-to-use solutions, and contaminated operating materials also fall under this category.",0.8691,68.43
"Hilfestellung bieten die Stabsstellen Strahlenschutz, jede für Ihren Bereich Universität Bonn und Universitätsklinikum Bonn getrennt.","For assistance, please contact either of the Radiation Protection Units, one of which is responsible for the University of Bonn and the other for the University Hospital Bonn.","The radiation protection offices provide assistance, each for its own area, the University of Bonn and the University Hospital Bonn, separately.",0.6798,53.14,"Radiation protection staff units provide assistance, each for its own team—the University of Bonn and the University Hospital Bonn—separately.",0.6743,53.5
Hilfestellung bietet die Abfallwirtschaft des Universitätsklinikums Bonn.,Please contact the University Hospital Bonn’s Waste Management team for assistance.,Assistance is offered by the waste management of the University Hospital Bonn.,0.7704,55.98,Please contact the University Hospital Bonn’s Waste Management team for assistance.,0.9542,100.0
"Betäubungsmittel Hilfestellung bietet § 16 Betäubungsmittelgesetz (BtMG), Betriebsärztlicher Dienst (Tel.: 287–16176).","Anesthetics/narcotic drugs For assistance, please consult § 16 of the Narcotic Drugs Act (Betäubungsmittelgesetz, BtMG) and/or the staff physicians office (phone: 287-16176).","Narcotics assistance is provided by § 16 Narcotics Act (BtMG), Occupational Health Service (Tel.: 287–16176).",0.6568,28.12,Assistance with narcotics is provided under § 16 of the Narcotics Act (BtMG) by the Staff physicians office (Phone: 287‑16176).,0.7071,45.78
"Diese Abfälle werden in der Regel innerhalb der gentechnischen Anlage bzw. des Labors autoklaviert,– Hilfestellung bietet für den Bereich der Universität Bonn die Stabsstelle - Arbeits- und Umweltschutz, für das Universitätsklinikum Bonn die Stabsstelle - Arbeitsschutz.","This waste is generally autoclaved in the relevant genetic engineering facility or laboratory. For assistance, please contact the Occupational Safety and Environmental Protection Unit for the University of Bonn or the Occupational Safety Unit for the University Hospital Bonn.","These wastes are usually autoclaved within the genetic engineering facility or the laboratory – assistance for the University of Bonn is provided by the staff unit for Occupational and Environmental Protection, and for the University Hospital Bonn by the staff unit for Occupational Safety.",0.81,69.93,"These wastes are usually autoclaved within the genetic engineering Enclosed or the laboratory. Assistance for the Team at the University of Bonn is provided by the Unit – Occupational health and safety and environmental‑protection, and for the University Hospital Bonn by the Unit – Occupational health and safety.",0.7216,62.18
Diese Aufstellung beinhaltet nur die wichtigsten Bestimmungen und erhebt keinen Anspruch auf Vollständigkeit.,This list contains only the most important regulations and makes no claim to be complete.,This list contains only the most important provisions and does not claim to be complete.,0.9169,76.58,This setup includes only the most important provisions and does not claim to be exhaustive.,0.8736,50.57
