de_text,en_grtr,en_tr_llm
"Verantwortlich für die Umsetzung der Vorgaben der Entsorgungsrichtlinie sind Personen mit Verfügungsbefugnis über räumliche, finanzielle und/oder personelle Ressourcen.","Responsibility for ensuring compliance with the provisions of the waste disposal guidelines lies with staff authorized to make decisions regarding spatial, financial and/or human resources.","Individuals with authority regarding spatial, financial and/or personnel resources are responsible for the Transfer of the Criteria of the Waste Disposal Guidelines."
"Dies sind die geschäftsführenden Direktoren und Dezernenten für die instituts- bzw. dezernatsbezogene Organisation sowie Professoren, Werkstattleiter, Abteilungsleiter, Leiter von zentralen Einrichtungen für die Organisation innerhalb des Verantwortungsbereiches.","These will be the executive and division directors for organizational matters within individual institutes, departments or divisions as well as professors, workshop leaders, section heads and unit heads for organizational matters within their sphere of responsibility.","These are the executive directors and division heads responsible for institute‑ or division‑related organization, as well as professors, workshop managers, department heads, and heads of central facilities for the organization within the area of responsibility."
Im weiteren Verlauf werden die beschriebenen Personen „Verantwortliche“ genannt.,These individuals will be referred to as “responsible persons” in the rest of this document.,"In the subsequent sections, the individuals described will be referred to as “responsible parties.”"
Für die praktische Durchführung in den einzelnen Arbeitsbereichen hat der Verantwortliche die organisatorischen Voraussetzungen zu schaffen.,The responsible person is required to ensure that the necessary organizational measures are in place to enable practical implementation in the individual areas of work.,"For the practical implementation of The PDR itself in the individual work areas, the responsible person must create the organizational conditions; this requires the responsible party to establish the necessary organizational framework."
"Sachkundige Mitarbeiter können bei begleitender und regelmäßiger Unterweisung, unbeschadet der Verantwortung des Verantwortlichen, mit der Durchführung der Entsorgung beauftragt werden.","Provided that they are given support and regular instruction, competent employees may be tasked with disposing of waste, without this releasing the responsible person from their responsibilities.","Knowledgeable employees can, with accompanying and regular Briefing and without prejudice to the responsibility of the responsible party, be tasked with the PDR itself."
"Diese Mitarbeiter sind auch zur Unterschrift auf den internen Entsorgungsbelegen sowie Leistungsnachweisen und Übernahmescheinen von beauftragten Dritten berechtigt, da sie im Auftrag des Verantwortlichen handeln.",These employees are also authorized to sign internal waste disposal documents as well as confirmations of performance and acceptance certificates from commissioned third parties since they will be acting on behalf of the responsible person.,"These employees are also authorized to provide a Signature on the internal disposal documents as well as on course assessments and transfer certificates from commissioned third parties, because they act on the commission of the responsible party."
"Alle Beschäftigten sowie Auszubildende, Praktikant*innen, wissenschaftliche und studentische Hilfskräfte, Studierende, Gastwissenschaftler*innen und Stipendiat*innen sind vor Aufnahme der Tätigkeiten und anschließend in regelmäßigen Abständen, d.h. mindestens einmal jährlich, arbeitsplatz- bzw. tätigkeitsbezogen zu unterweisen.","All members of staff as well as apprentices, interns, research and student assistants, students, guest researchers and scholarship holders must be briefed on their workplace and duties before commencing these duties and at regular intervals thereafter, i.e. at least once a year.","All employees, as well as Apprentices, interns, scientific and student assistants, students, guest-researchers and scholarship-recipients, must be instructed on workplace- or task-related matters before starting their work and subsequently at regular intervals, i.e., at least every year."
"Diese Unterweisung umfasst neben den jeweils geltenden Sicherheitsaspekten auch die ordnungsgemäße Entsorgung der Abfälle, die im Arbeitsbereich entstehen.","As well as the applicable safety aspects, this briefing must also cover the correct disposal of the waste generated within their area of work.","This briefing includes, alongside the applicable safety aspects, the proper disposal of waste generated in the Where do you work?."
Hilfestellung zum Thema Unterweisung bietet die Stabsstelle Arbeits- und Umweltschutz an.,The Occupational Safety and Environmental Protection Unit can help with this briefing.,The Occupational Safety and Environmental Protection Unit can help with this briefing.
"Verlassen Professoren, Angestellte oder Studierende ihren bisherigen experimentellen Arbeitsplatz (z. B. Emeritierung, Beendigung des Beschäftigungsverhältnisses, des Studiums oder der wissenschaftlichen Arbeit) ist durch die jeweilige verantwortliche Person eine ordnungsgemäße Übergabe des Arbeitsplatzes sicherzustellen.","If professors, employees or students no longer require their workstation in an experimental laboratory (e.g. because they are taking up an emeritus position or reaching the end of their employment relationship, degree program or research project), the person responsible in each case must make sure that their workstation is handed over properly.","When professors, staff or students leave their current experimental workplace (e.g., retirement, termination of employment, completion of studies or research), the responsible person must ensure a proper handover of the workplace."
Die Organisation dieser verpflichtenden Übergabe obliegt der jeweiligen verantwortlichen Person.,The person responsible in each case is required to organize this mandatory task.,The organization of this mandatory handover is the responsibility of the respective responsible person.
"Der Abfallerzeuger hat bis zur Entsorgung sicherzustellen, dass von den Abfällen, den Behältern oder deren Inhalt keinerlei Gefahr für Personen oder die Umwelt ausgehen kann.",The waste producer must ensure that neither the waste itself nor its containers or their contents can pose any risk whatsoever to people or the environment right up until the waste is disposed of.,"The waste producer must ensure, until disposal, that the waste, the containers, or their contents pose no danger to people or the environment."
